animals,month,unit,geo\time	2022 	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 	1979 	1978 	1977 	1976 	1975 	1974 	1973 	1972 	1971 	1970 	1969 	1968 	1967 	1966 	1965 	1964 	1963 	1962 	1961 	1960 	1959 
A2000,M12,THS_HD,DE	: 	11039.66 	11301.86 	11639.53 	11949.09 	12281.20 	12466.59 	12635.46 	12742.19 	12685.99 	12506.77 	12527.84 	12706.23 	12897.17 	12987.54 	12707.30 	12676.75 	12918.64 	13031.34 	13385.77 	13731.96 	14226.64 	14567.74 	14657.90 	14942.02 	15227.16 	15759.50 	15889.93 	15962.23 	15896.62 	16207.34 	17133.80 	19488.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2000,M12,THS_HD,DK	: 	1480.00 	1500.00 	1500.00 	1530.00 	1558.00 	1554.00 	1566.00 	1553.00 	1583.00 	1607.00 	1612.00 	1630.00 	1621.00 	1599.00 	1545.00 	1579.00 	1572.00 	1616.00 	1681.00 	1740.00 	1840.00 	1891.00 	1976.00 	1968.00 	2026.00 	2052.00 	2094.00 	2082.00 	2115.00 	2180.00 	2222.00 	2241.00 	2232.00 	2230.00 	2323.00 	2490.00 	2623.00 	2704.00 	2876.00 	2857.00 	2890.00 	2921.00 	2944.00 	3052.00 	3055.00 	3064.00 	3055.00 	3145.00 	2956.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2000,M12,THS_HD,EE	: 	250.80 	253.30 	254.00 	251.90 	250.90 	248.20 	256.20 	264.70 	261.40 	246.00 	238.30 	236.30 	234.70 	237.90 	240.50 	245.00 	252.20 	249.80 	257.20 	253.90 	260.50 	252.80 	267.30 	307.50 	325.60 	343.00 	370.40 	419.50 	463.20 	614.60 	708.30 	757.80 	806.10 	819.30 	821.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2000,M12,THS_HD,EL	: 	564.00 	579.00 	530.00 	542.00 	556.00 	554.00 	582.00 	659.00 	653.00 	685.00 	681.00 	679.00 	675.00 	682.00 	682.00 	682.66 	665.16 	640.00 	651.00 	613.00 	559.00 	568.00 	652.00 	579.00 	597.00 	593.00 	550.00 	520.18 	608.00 	629.00 	631.00 	687.13 	689.62 	694.94 	740.44 	760.25 	775.90 	756.82 	768.62 	784.12 	824.23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2000,M12,THS_HD,ES	: 	6576.30 p	6636.43 p	6600.33 	6510.59 	6465.75 	6317.64 	6182.91 	6078.73 	5802.22 	5812.61 	5923.11 	6075.08 	6082.44 	6020.16 	6584.98 	6184.00 	6464.00 	6653.09 	6548.38 	6477.90 	6410.78 	6163.89 	6291.00 	5966.00 	5869.00 	5905.00 	5495.00 	5234.00 	5001.00 	4961.52 	5046.14 	5104.11 	5169.02 	5046.19 	5075.13 	4931.89 	4906.53 	4919.93 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2000,M12,THS_HD,EU15	: 	: 	: 	72924.81 	73781.91 	75175.58 	75910.39 	75661.10 	75044.11 	74565.58 	74327.16 	74144.92 	74898.50 b	76288.23 	76653.20 	76040.39 	75405.49 	76463.07 	77002.68 	77522.34 	78554.27 	79981.84 	80014.90 	82584.88 	82778.67 	83498.17 	84535.96 	85047.80 	84522.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2000,M12,THS_HD,EU25	: 	: 	: 	83749.66 	84516.78 	85781.91 	86439.70 	86024.34 	85310.98 	84651.28 	84300.52 	84051.29 	84832.39 	86321.55 	86696.36 	86001.45 	85276.01 	86403.08 	86777.35 	87532.68 	88786.35 	90355.23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2000,M12,THS_HD,EU27_2007	: 	: 	: 	86200.16 	87036.10 	88345.94 	89059.54 	88677.79 	87942.25 	87259.23 	86844.95 	86607.72 	87387.19 	89381.71 	89954.09 	89431.47 	88846.12 	89894.17 	90265.00 	91165.98 	92363.15 	93796.13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2000,M12,THS_HD,EU27_2020	: 	75647.60 p	76498.60 	77161.16 	77840.10 	79009.94 	79697.54 	79302.79 	78690.25 	78019.23 	77547.95 	77379.22 	77935.49 	79927.81 	80496.69 	79823.55 	78994.03 	79819.20 	79985.94 	81091.37 	82399.06 	84073.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2000,M12,THS_HD,EU28	: 	: 	: 	86620.16 	87450.10 	88796.94 	89503.54 	89118.79 	88383.25 	87701.23 	87296.95 	87054.22 	87831.49 	89828.81 	90407.69 	89898.55 	89329.03 	90365.20 	90730.94 	91610.30 	92780.27 	94234.56 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2000,M12,THS_HD,FI	: 	829.98 	835.38 	840.74 	859.38 	874.52 	887.25 	903.41 	907.40 	903.36 	901.39 	902.68 	908.93 	908.15 	906.87 	902.71 	929.09 	945.10 	951.88 	977.48 	1011.75 	1019.40 	1035.10 	1068.00 	1100.60 	1125.00 	1150.30 	1179.30 	1185.30 	1230.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2000,M12,THS_HD,FR	: 	17330.08 p	17815.67 d	18172.97 d	18613.04 	18953.58 	19373.38 	19386.52 	19248.63 	19095.80 	19052.00 	19129.00 	19599.00 	19842.00 	20028.00 	19124.00 	18902.00 	18929.95 	18948.00 	19168.00 	19777.00 	20320.06 	20088.93 	20216.03 	20055.27 	20334.20 	20540.70 	20836.50 	20507.10 	20099.00 	20329.00 	20970.00 	21446.00 	21393.90 	21340.00 	21052.50 	22170.90 	22802.10 	23101.98 	23518.60 	23656.30 	23492.30 	23605.40 	23550.00 	23507.50 	23359.60 	23333.00 	23641.00 	24300.00 	23949.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2000,M12,THS_HD,HR	: 	428.00 	423.00 	420.00 	414.00 b	451.00 	444.00 	441.00 	441.00 	442.00 	452.00 	446.50 	444.30 	447.10 	453.60 	467.08 	482.91 	471.03 	465.94 	444.32 	417.11 	438.42 	426.57 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2000,M12,THS_HD,HU	: 	909.90 	932.90 b	909.00 	885.00 	870.00 	852.00 	821.00 	802.00 	782.00 	760.00 	697.00 	682.00 	700.00 	701.00 	705.00 	702.00 	708.00 	723.00 	739.00 	770.00 	783.00 	805.00 	857.00 	873.00 	871.00 	909.00 	928.00 	910.00 	999.00 	1159.00 	1420.00 	1571.00 	1598.00 	1690.00 	1664.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2000,M12,THS_HD,IE	: 	6649.31 	6529.44 	6559.65 	6593.49 	6673.59 	6613.43 	6422.23 	6243.05 	6309.05 	6253.24 	5925.32 	5917.70 	6231.68 	6303.86 	6247.58 	6340.16 	6390.21 	6211.51 	6223.40 	6332.82 	6408.07 	6330.19 	6557.89 	6951.73 	6881.63 	6660.90 	6450.64 	6343.87 	6263.89 	6236.39 	6147.36 	6100.40 	5969.00 	5698.60 	5632.70 	5670.40 	5812.90 	5861.00 	5830.60 	5795.20 	5762.10 	5825.60 	6168.90 	6130.00 	6244.00 	6207.00 	6211.00 	6696.10 	6534.10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2000,M12,THS_HD,IS	: 	: 	81.40 	80.90 	81.40 	80.90 	79.90 	75.90 	73.70 	73.20 	72.80 	73.60 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2000,M12,THS_HD,IT	: 	6280.28 	6400.04 	6377.23 	6311.16 	6349.81 	6314.89 	6155.81 	6125.42 	6249.29 	6251.93 	6251.93 	5832.46 b	6446.74 	6486.27 	6577.00 	6340.16 	6459.90 	6515.00 	6727.16 	6695.00 	6932.66 	6231.95 	7361.00 	7316.00 	7328.00 	7390.00 	7418.00 	7272.00 	7560.00 	7703.50 	8087.30 	8235.00 	8857.90 	8843.60 	8897.40 	8921.50 	9008.60 	9162.90 	9220.40 	9126.60 	8903.40 	8836.10 	8808.20 	8723.90 	8568.20 	8813.00 	8577.00 	8300.00 	8539.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2000,M12,THS_HD,LT	: 	628.70 	629.50 	634.60 	653.50 	676.90 	694.80 	722.60 	736.60 	713.50 	729.20 	752.40 	748.00 	759.40 	770.90 	787.90 	838.80 	800.30 	792.00 	812.10 	779.10 	751.70 	748.30 	897.80 	922.80 	1016.30 	1054.10 	1065.10 	1152.40 	1384.30 	1701.00 	2196.60 	2321.50 	2422.30 	2434.60 	2493.50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2000,M12,THS_HD,LU	: 	187.20 	190.69 	192.10 	194.39 	198.07 	202.41 	200.64 	201.15 	198.24 	188.30 	188.09 	194.01 	194.86 	196.30 	193.14 	186.31 	184.25 	184.25 	184.84 	189.85 	198.35 	199.64 	202.75 	201.77 	205.19 	209.21 	203.85 	203.71 	205.07 	201.64 	205.06 	215.15 	208.43 	206.99 	208.52 	213.62 	220.39 	221.00 	219.00 	219.44 	213.30 	219.73 	217.01 	214.57 	206.54 	199.00 	206.00 	214.00 	208.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2000,M12,THS_HD,LV	: 	393.47 	398.99 	395.32 	395.33 	405.82 	412.31 	419.08 	422.02 	406.49 	393.10 	380.61 	379.49 	378.21 	380.23 	398.70 	377.08 	385.20 	371.10 	378.60 	388.10 	384.70 	366.70 	378.40 	434.40 	476.90 	509.40 	537.10 	550.80 	677.90 	1144.30 	1382.90 	1439.30 	1472.00 	1459.80 	1481.10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2000,M12,THS_HD,ME	: 	: 	: 	81.40 p	83.30 p	87.00 p	89.00 p	92.00 	94.00 	89.00 	85.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2000,M12,THS_HD,MK	: 	178.00 	222.00 	219.00 	256.00 	255.00 	255.00 	253.00 	242.00 	238.00 	251.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2000,M12,THS_HD,MT	: 	14.02 	14.29 	14.00 	14.12 	14.18 	14.36 	15.02 	14.88 	15.22 	15.59 	15.07 	14.95 	16.26 	17.78 	19.44 	19.12 	19.74 	19.41 	17.94 	18.77 	19.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2000,M12,THS_HD,NL	: 	3705.00 	3691.00 	3721.00 	3690.00 	4030.00 	4294.00 	4315.00 	4169.00 	4090.00 	3985.00 	3912.00 	3960.00 	3998.00 	3996.00 	3820.00 	3673.00 	3746.00 	3759.00 	3734.66 	3780.00 	3842.00 	3890.00 	4097.00 	4184.00 	4287.00 	4366.00 	4545.00 	4588.00 	4629.00 	4794.00 	4876.00 	4830.00 	4731.00 	4606.00 	4548.78 	4922.00 	5076.00 	5280.00 	5359.00 	5192.00 	5046.00 	5010.00 	5028.00 	4797.00 	4673.00 	4528.00 	4606.00 	4714.00 	4668.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2000,M12,THS_HD,PL	: 	6378.70 	6278.90 	6261.60 	6183.30 	6035.70 	5970.20 	5762.50 	5660.27 	5589.54 	5520.35 	5500.94 	5561.75 	5590.22 	5563.56 	5405.55 	5280.97 	5384.98 	5200.17 	5276.81 	5420.99 	5498.79 	5723.00 	6092.60 	6455.20 	7028.80 	6958.10 	7193.00 	7120.00 	7270.00 	7599.80 	8028.80 	9024.20 	10276.60 	10099.60 	10200.10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2000,M12,THS_HD,PT	: 	1640.65 p	1691.32 	1674.97 	1632.42 	1670.02 	1635.01 	1605.86 	1548.61 	1470.50 	1497.55 	1519.11 	1502.76 	1446.51 	1495.28 	1491.50 	1451.70 	1494.73 	1488.15 	1432.31 	1422.08 	1420.54 	1396.86 	1421.24 	1409.41 	1386.41 	1389.41 	1386.41 	1363.41 	1348.41 	1336.00 	1398.00 	1367.00 	1392.00 	1359.00 	1371.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2000,M12,THS_HD,RO	: 	1819.20 	1875.20 	1923.30 	1977.20 	2011.10 	2049.70 	2092.40 	2068.90 	2022.40 	2009.10 	1988.90 	2001.10 	2512.30 	2683.60 	2819.00 	2933.60 	2861.10 	2808.10 	2897.10 	2877.80 	2799.80 	2870.40 	3051.10 	3142.70 	3235.40 	3434.90 	3496.30 	3481.00 	3597.00 	3683.00 	4355.00 	5381.00 	6291.00 	6416.00 	6559.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2000,M12,THS_HD,RS	: 	860.00 	886.00 	898.00 	878.00 	899.00 	893.00 	916.00 	920.00 	913.00 	921.00 e	937.00 	938.00 	1002.00 	1057.00 	1087.00 	1106.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2000,M12,THS_HD,SE	: 	1389.89 	1390.96 	1404.67 	1435.45 	1448.59 	1436.05 	1428.40 	1436.49 	1443.52 	1443.58 	1449.73 	1474.50 	1481.98 	1505.42 	1516.65 	1515.85 	1532.89 	1551.60 	1553.30 	1576.30 	1617.30 	1617.60 	1679.50 	1711.70 	1708.40 	1747.10 	1779.30 	1790.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2000,M12,THS_HD,SI	: 	482.62 	485.61 	483.07 	476.81 	479.61 	488.60 	484.19 	468.25 	460.58 	460.06 	462.30 	470.15 	472.88 	470.01 	479.53 	454.03 	452.52 	451.14 	449.85 	473.24 	477.08 	493.67 	471.43 	453.10 	445.70 	486.00 	496.00 	477.00 	478.00 	504.00 	484.00 	533.00 	546.00 	546.00 	549.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2000,M12,THS_HD,SK	: 	434.09 	442.29 	432.25 	438.86 	439.83 	446.11 	457.46 	465.54 	467.82 	471.08 	463.36 	467.13 	471.97 	488.38 	501.82 	507.82 	527.89 	540.15 	593.18 	607.84 	625.19 	646.15 	665.06 	705.00 	803.00 	892.00 	929.00 	916.00 	993.00 	1181.00 	1398.00 	1563.00 	1622.00 	1594.00 	1576.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2000,M12,THS_HD,TR	: 	18036.12 	18157.97 	17872.33 	17220.90 p	16105.03 p	14222.23 p	14127.84 	14244.67 	14532.85 	14022.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2000,M12,THS_HD,UK	: 	: 	: 	9459.00 	9610.00 	9787.00 	9806.00 	9816.00 	9693.00 	9682.00 	9749.00 	9675.00 	9896.00 	9901.00 	9911.00 	10075.00 	10335.00 	10546.00 	10745.00 	10518.93 	10381.21 	10160.87 	10877.51 	11281.32 	11237.06 	11346.81 	11430.09 	11735.35 	11980.67 	11820.10 	11730.26 	11749.02 	11967.00 	12038.51 	12024.22 	11973.66 	12577.89 	12798.83 	13090.23 	13258.20 	13272.54 	13054.21 	13061.00 	13363.41 	13538.24 	13568.41 	13667.00 	13991.00 	14914.00 	14925.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2000,M12,THS_HD,XK	: 	260.53 	261.39 	257.73 	259.73 	259.73 	264.97 	258.50 	261.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010,M05_M06,THS_HD,AT	592.21 	596.07 	587.76 	595.84 	605.52 	619.56 	605.17 	621.98 	612.63 	604.15 	613.66 	613.67 	623.11 	630.35 	620.37 	620.48 	616.79 	614.64 	626.40 	625.27 	631.91 	655.50 	645.29 	633.87 	640.07 	652.18 	690.73 	701.79 	702.77 	706.33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010,M05_M06,THS_HD,BE	: 	712.18 	715.76 	705.73 	710.32 	716.71 	750.34 	744.28 	733.73 	689.00 	701.42 	758.90 	758.35 	759.75 	753.13 	773.55 	778.45 	784.63 	795.30 	802.68 	840.24 	895.73 	956.48 	977.00 	974.22 	989.30 	1046.71 	1042.76 	1033.91 	1006.90 	1018.00 	1021.41 	999.67 	868.76 	826.23 	818.87 	794.45 	811.50 	813.47 	810.96 	794.73 	795.01 	801.84 	802.27 	782.13 	761.00 	771.00 	779.00 	795.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010,M05_M06,THS_HD,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	199.05 	: 	220.80 	226.50 	215.20 	222.70 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010,M05_M06,THS_HD,CH	: 	507.76 	493.03 p	501.25 	501.57 	500.80 	499.16 	502.94 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010,M05_M06,THS_HD,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	428.17 	430.93 	432.87 	421.30 	439.70 	442.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010,M05_M06,THS_HD,DE	3296.03 	3397.86 	3410.32 	3502.20 	3617.87 	3722.93 	3804.99 	3845.91 	3874.21 	3848.70 	3849.80 	3799.56 	3901.54 	3972.74 	3978.73 	3928.98 	3933.43 	4085.27 	4041.16 	4187.75 	4315.57 	4527.58 	4626.79 	4790.67 	4828.75 	5009.73 	5151.89 	5215.90 	5299.07 	5307.79 	5560.96 	6219.91 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010,M05_M06,THS_HD,DK	510.00 	517.00 	517.00 	510.00 	538.00 	527.00 	547.00 	524.00 	528.00 	523.00 	544.00 	550.00 	547.00 	536.00 	517.00 	511.00 	530.00 	516.00 	547.00 	546.00 	566.00 	595.00 	631.00 	654.00 	692.00 	709.00 	757.00 	755.00 	779.00 	820.00 	833.00 	843.00 	843.00 	839.00 	861.00 	901.00 	952.00 	999.00 	1061.00 	1086.00 	1098.00 	1120.00 	1106.00 	1106.00 	1127.00 	1149.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010,M05_M06,THS_HD,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	155.00 	172.00 	168.00 	182.00 	165.00 	194.00 	194.00 	194.00 	226.23 	233.53 	256.62 	262.00 	259.00 	283.52 	280.27 	300.39 	302.90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010,M05_M06,THS_HD,ES	: 	2634.25 	2487.94 p	2507.39 	2504.41 	2479.65 	2413.33 	2280.86 	2172.36 	2025.59 	2083.81 	1993.87 	2184.08 	2118.52 	2376.14 	2390.32 	2167.00 	2190.36 	2252.00 	2297.54 	2256.14 	2077.00 	2032.13 	2233.00 	2231.00 	2028.00 	1975.00 	1793.00 	1687.21 	1586.06 	1622.81 	1696.24 	1516.02 	1579.46 	1543.95 	1465.80 	1435.60 	1201.48 	1219.96 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010,M05_M06,THS_HD,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	25077.71 	25463.27 	25863.28 	25615.09 	25960.47 	25864.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010,M05_M06,THS_HD,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	304.56 	311.10 	317.67 	329.00 	330.40 	343.77 	354.20 	362.30 	364.90 	379.20 	398.30 	401.80 	406.50 	422.10 	425.40 	436.90 	462.70 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010,M05_M06,THS_HD,FR	: 	5133.68 	5143.97 	5227.15 	5124.69 	5542.44 	5637.68 	5603.40 	5529.60 	5497.20 	5602.00 	5700.70 	5747.30 	5600.50 	5911.80 	5271.70 	5251.92 	5277.93 	5231.08 	5291.36 	5342.19 	5440.63 	5511.05 	5433.00 	5407.00 	5631.00 	5687.00 	5658.00 	5794.00 	5741.00 	5689.00 	6087.00 	5926.00 	5955.00 	5401.00 	5672.00 	6133.70 	6054.20 	6158.50 	6179.80 	6350.10 	5890.00 	6031.40 	6089.00 	6003.70 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010,M05_M06,THS_HD,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	194.00 	191.00 	195.00 	197.00 	214.00 	214.00 	217.00 	233.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A2010,M05_M06,THS_HD,IE	: 	2145.92 	2117.07 	2007.97 	2078.34 	2130.93 	2125.88 	2042.25 	1878.38 	1968.47 	2036.00 	1845.49 	1761.25 	1889.05 	1959.25 	1941.12 	1952.82 	1962.37 	1771.40 	1761.16 	1799.29 	1824.40 	1751.90 	1820.60 	1965.10 	1938.20 	1852.10 	1746.00 	1736.20 	1737.50 	1694.50 	1764.60 	1716.10 	1691.20 	1621.90 	1631.40 	1642.50 	1660.60 	1656.80 	1650.40 	1613.90 	1595.70 	1636.60 	1716.30 	1674.90 	1699.40 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
