animals,unit,geo,year,population
"Live horses, asses, mules and hinnies",Thousand heads (animals),Slovakia,1991,13.000 
"Live horses, asses, mules and hinnies",Thousand heads (animals),United Kingdom,1991,: 
Live horses,Thousand heads (animals),Belgium,1991,20.967 
Live horses,Thousand heads (animals),Germany (until 1990 former territory of the FRG),1991,0.000 
Live horses,Thousand heads (animals),Denmark,1991,: 
Live horses,Thousand heads (animals),Greece,1991,: 
Live horses,Thousand heads (animals),Spain,1991,: 
Live horses,Thousand heads (animals),European Community - 12 countries (1986-1994),1991,: 
Live horses,Thousand heads (animals),France,1991,327.900 
Live horses,Thousand heads (animals),Ireland,1991,: 
Live horses,Thousand heads (animals),Italy,1991,: 
Live horses,Thousand heads (animals),Luxembourg,1991,: 
Live horses,Thousand heads (animals),Netherlands,1991,76.716 
Live horses,Thousand heads (animals),Portugal,1991,: 
Live horses,Thousand heads (animals),United Kingdom,1991,: 
"Live asses, mules and hinnies",Thousand heads (animals),Belgium,1991,0.362 
"Live asses, mules and hinnies",Thousand heads (animals),Germany (until 1990 former territory of the FRG),1991,0.000 
"Live asses, mules and hinnies",Thousand heads (animals),Federal Republic of Germany (former territory of the FRG only),1991,: 
"Live asses, mules and hinnies",Thousand heads (animals),Denmark,1991,: 
"Live asses, mules and hinnies",Thousand heads (animals),Greece,1991,: 
"Live asses, mules and hinnies",Thousand heads (animals),Spain,1991,: 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 10 countries (1981-1985),1991,: 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 12 countries (1986-1994),1991,: 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 9 countries (1973-1980),1991,: 
"Live asses, mules and hinnies",Thousand heads (animals),France,1991,12.400 
"Live asses, mules and hinnies",Thousand heads (animals),Ireland,1991,: 
"Live asses, mules and hinnies",Thousand heads (animals),Italy,1991,: 
"Live asses, mules and hinnies",Thousand heads (animals),Luxembourg,1991,: 
"Live asses, mules and hinnies",Thousand heads (animals),Netherlands,1991,0.000 
"Live asses, mules and hinnies",Thousand heads (animals),Portugal,1991,: 
"Live asses, mules and hinnies",Thousand heads (animals),United Kingdom,1991,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Albania,1990,181.0
"Live horses, asses, mules and hinnies",Thousand heads (animals),Belgium,1990,21.189
"Live horses, asses, mules and hinnies",Thousand heads (animals),Bulgaria,1990,115.0
"Live horses, asses, mules and hinnies",Thousand heads (animals),Czechia,1990,25.0
"Live horses, asses, mules and hinnies",Thousand heads (animals),Germany (until 1990 former territory of the FRG),1990,490.954
"Live horses, asses, mules and hinnies",Thousand heads (animals),Federal Republic of Germany (former territory of the FRG only),1990,405.965
"Live horses, asses, mules and hinnies",Thousand heads (animals),Denmark,1990,34.0
"Live horses, asses, mules and hinnies",Thousand heads (animals),Greece,1990,308.429
"Live horses, asses, mules and hinnies",Thousand heads (animals),Spain,1990,505.0
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 10 countries (1981-1985),1990,1724.49
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 12 countries (1986-1994),1990,2459.479
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 9 countries (1973-1980),1990,1416.061
"Live horses, asses, mules and hinnies",Thousand heads (animals),France,1990,334.8
"Live horses, asses, mules and hinnies",Thousand heads (animals),Croatia,1990,18.0
"Live horses, asses, mules and hinnies",Thousand heads (animals),Hungary,1990,79.0
"Live horses, asses, mules and hinnies",Thousand heads (animals),Ireland,1990,54.5
"Live horses, asses, mules and hinnies",Thousand heads (animals),Italy,1990,348.24
"Live horses, asses, mules and hinnies",Thousand heads (animals),Lithuania,1990,79.9
"Live horses, asses, mules and hinnies",Thousand heads (animals),Luxembourg,1990,2.775
"Live horses, asses, mules and hinnies",Thousand heads (animals),Latvia,1990,30.9
"Live horses, asses, mules and hinnies",Thousand heads (animals),North Macedonia,1990,66.0
"Live horses, asses, mules and hinnies",Thousand heads (animals),Netherlands,1990,69.592
"Live horses, asses, mules and hinnies",Thousand heads (animals),Poland,1990,941.2
"Live horses, asses, mules and hinnies",Thousand heads (animals),Portugal,1990,145.0
"Live horses, asses, mules and hinnies",Thousand heads (animals),Romania,1990,670.0
"Live horses, asses, mules and hinnies",Thousand heads (animals),Slovenia,1990,10.0
"Live horses, asses, mules and hinnies",Thousand heads (animals),Slovakia,1990,14.0
"Live horses, asses, mules and hinnies",Thousand heads (animals),United Kingdom,1990,145.0
Live horses,Thousand heads (animals),Belgium,1990,18.478
Live horses,Thousand heads (animals),Germany (until 1990 former territory of the FRG),1990,490.954
Live horses,Thousand heads (animals),Denmark,1990,34.0
Live horses,Thousand heads (animals),Greece,1990,65.429
Live horses,Thousand heads (animals),Spain,1990,248.0
Live horses,Thousand heads (animals),European Community - 12 countries (1986-1994),1990,1657.628
Live horses,Thousand heads (animals),France,1990,322.1
Live horses,Thousand heads (animals),Ireland,1990,20.1
Live horses,Thousand heads (animals),Italy,1990,220.2
Live horses,Thousand heads (animals),Luxembourg,1990,2.775
Live horses,Thousand heads (animals),Netherlands,1990,69.592
Live horses,Thousand heads (animals),Portugal,1990,21.0
Live horses,Thousand heads (animals),United Kingdom,1990,145.0
"Live asses, mules and hinnies",Thousand heads (animals),Belgium,1990,2.711
"Live asses, mules and hinnies",Thousand heads (animals),Germany (until 1990 former territory of the FRG),1990,0.0
"Live asses, mules and hinnies",Thousand heads (animals),Federal Republic of Germany (former territory of the FRG only),1990,0.0
"Live asses, mules and hinnies",Thousand heads (animals),Denmark,1990,0.0
"Live asses, mules and hinnies",Thousand heads (animals),Greece,1990,243.0
"Live asses, mules and hinnies",Thousand heads (animals),Spain,1990,257.0
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 10 countries (1981-1985),1990,420.851
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 12 countries (1986-1994),1990,801.851
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 9 countries (1973-1980),1990,177.851
"Live asses, mules and hinnies",Thousand heads (animals),France,1990,12.7
"Live asses, mules and hinnies",Thousand heads (animals),Ireland,1990,34.4
"Live asses, mules and hinnies",Thousand heads (animals),Italy,1990,128.04
"Live asses, mules and hinnies",Thousand heads (animals),Luxembourg,1990,0.0
"Live asses, mules and hinnies",Thousand heads (animals),Netherlands,1990,0.0
"Live asses, mules and hinnies",Thousand heads (animals),Portugal,1990,124.0
"Live asses, mules and hinnies",Thousand heads (animals),United Kingdom,1990,0.0
"Live horses, asses, mules and hinnies",Thousand heads (animals),Albania,1989,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Belgium,1989,21.19 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Bulgaria,1989,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Czechia,1989,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Germany (until 1990 former territory of the FRG),1989,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Federal Republic of Germany (former territory of the FRG only),1989,374.95 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Denmark,1989,34.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Greece,1989,308.43 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Spain,1989,505.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 10 countries (1981-1985),1989,1687.66 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 12 countries (1986-1994),1989,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 9 countries (1973-1980),1989,1379.23 
"Live horses, asses, mules and hinnies",Thousand heads (animals),France,1989,332.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Croatia,1989,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Hungary,1989,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Ireland,1989,54.50 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Italy,1989,348.24 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Lithuania,1989,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Luxembourg,1989,2.65 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Latvia,1989,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),North Macedonia,1989,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Netherlands,1989,66.71 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Poland,1989,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Portugal,1989,145.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Romania,1989,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Slovenia,1989,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Slovakia,1989,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),United Kingdom,1989,145.00 
Live horses,Thousand heads (animals),Belgium,1989,18.48 
Live horses,Thousand heads (animals),Germany (until 1990 former territory of the FRG),1989,: 
Live horses,Thousand heads (animals),Denmark,1989,34.00 
Live horses,Thousand heads (animals),Greece,1989,65.43 
Live horses,Thousand heads (animals),Spain,1989,248.00 
Live horses,Thousand heads (animals),European Community - 12 countries (1986-1994),1989,: 
Live horses,Thousand heads (animals),France,1989,319.00 
Live horses,Thousand heads (animals),Ireland,1989,20.10 
Live horses,Thousand heads (animals),Italy,1989,220.20 
Live horses,Thousand heads (animals),Luxembourg,1989,2.65 
Live horses,Thousand heads (animals),Netherlands,1989,66.71 
Live horses,Thousand heads (animals),Portugal,1989,21.00 
Live horses,Thousand heads (animals),United Kingdom,1989,145.00 
"Live asses, mules and hinnies",Thousand heads (animals),Belgium,1989,2.71 
"Live asses, mules and hinnies",Thousand heads (animals),Germany (until 1990 former territory of the FRG),1989,: 
"Live asses, mules and hinnies",Thousand heads (animals),Federal Republic of Germany (former territory of the FRG only),1989,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Denmark,1989,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Greece,1989,243.00 
"Live asses, mules and hinnies",Thousand heads (animals),Spain,1989,257.00 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 10 countries (1981-1985),1989,421.15 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 12 countries (1986-1994),1989,: 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 9 countries (1973-1980),1989,178.15 
"Live asses, mules and hinnies",Thousand heads (animals),France,1989,13.00 
"Live asses, mules and hinnies",Thousand heads (animals),Ireland,1989,34.40 
"Live asses, mules and hinnies",Thousand heads (animals),Italy,1989,128.04 
"Live asses, mules and hinnies",Thousand heads (animals),Luxembourg,1989,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Netherlands,1989,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Portugal,1989,124.00 
"Live asses, mules and hinnies",Thousand heads (animals),United Kingdom,1989,0.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Albania,1988,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Belgium,1988,22.14 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Bulgaria,1988,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Czechia,1988,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Germany (until 1990 former territory of the FRG),1988,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Federal Republic of Germany (former territory of the FRG only),1988,374.95 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Denmark,1988,34.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Greece,1988,308.43 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Spain,1988,505.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 10 countries (1981-1985),1988,1689.01 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 12 countries (1986-1994),1988,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 9 countries (1973-1980),1988,1380.59 
"Live horses, asses, mules and hinnies",Thousand heads (animals),France,1988,330.80 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Croatia,1988,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Hungary,1988,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Ireland,1988,54.50 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Italy,1988,348.24 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Lithuania,1988,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Luxembourg,1988,2.65 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Latvia,1988,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),North Macedonia,1988,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Netherlands,1988,68.30 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Poland,1988,: 
